id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0704,México,51,F,Cañón del Colca,La Libertad,2025-03-17,9,4531.89,Avión
V0705,Perú,62,M,Huacachina,Ica,2025-09-09,1,1089.78,Desconocido
V0706,Brasil,35,F,Machu Picchu,Puno,2025-10-14,1,1960.91,Tren
V0707,EE.UU.,67,M,Huacachina,Arequipa,2025-04-10,6,2554.81,Desconocido
V0708,EE.UU.,45,M,Cañón del Colca,La Libertad,2024-12-27,6,1546.67,Bus
V0709,Ecuador,65,F,Machu Picchu,Puno,2025-07-30,1,3200.73,Tren
V0710,Ecuador,40,F,Huacachina,Puno,2025-08-02,7,4282.63,Desconocido
V0711,EE.UU.,54,M,Líneas de Nazca,Ica,2025-08-16,10,2198.3,Auto
V0712,Colombia,38,F,Chan Chan,La Libertad,2024-11-08,7,2745.82,Tren
V0713,EE.UU.,23,M,Líneas de Nazca,Ica,2024-10-27,10,1512.86,Avión
V0714,Chile,53,M,Huacachina,Arequipa,2025-08-15,2,2961.09,Desconocido
V0715,Argentina,42,M,Machu Picchu,Cusco,2025-08-06,8,865.8,Desconocido
V0716,Argentina,53,F,Machu Picchu,Arequipa,2025-07-01,6,4555.73,Avión
V0717,Perú,33,M,Chan Chan,Cusco,2025-04-09,2,1924.59,Avión
V0718,Colombia,29,M,Cañón del Colca,Cusco,2025-07-01,5,943.38,Desconocido
V0719,Chile,20,M,Chan Chan,La Libertad,2024-10-29,7,1139.62,Bus
V0720,México,44,M,Huacachina,Arequipa,2024-11-21,10,2793.53,Desconocido
V0721,EE.UU.,41,F,Machu Picchu,Arequipa,2025-07-08,8,4798.48,Desconocido
V0722,Ecuador,51,F,Líneas de Nazca,Cusco,2024-12-25,2,1060.09,Bus
V0723,EE.UU.,57,M,Chan Chan,Puno,2025-06-30,4,3422.99,Desconocido
V0724,México,31,F,Cañón del Colca,Puno,2024-12-06,10,3424.97,Bus
V0725,Argentina,47,M,Líneas de Nazca,Ica,2024-12-02,6,2723.95,Tren
V0726,Perú,55,F,Cañón del Colca,Cusco,2024-11-29,8,2836.46,Auto
V0727,Perú,59,F,Huacachina,Arequipa,2025-03-21,3,3442.9,Auto
V0728,Brasil,69,M,Huacachina,La Libertad,2025-09-28,8,1502.22,Auto
V0729,Perú,20,M,Huacachina,Puno,2025-07-03,9,2454.25,Desconocido
V0730,EE.UU.,26,F,Cañón del Colca,Puno,2024-12-30,5,2464.8,Desconocido
V0731,Colombia,34,M,Machu Picchu,La Libertad,2024-11-24,3,1201.56,Avión
V0732,Colombia,29,M,Líneas de Nazca,Cusco,2025-07-02,1,2632.4,Bus
V0733,Brasil,30,F,Líneas de Nazca,La Libertad,2025-07-02,6,4603.1,Avión
V0734,Colombia,65,M,Chan Chan,Cusco,2025-09-09,4,1244.43,Auto
V0735,Brasil,54,F,Huacachina,Puno,2024-12-18,10,4834.97,Tren
V0736,Colombia,40,F,Cañón del Colca,Puno,2025-09-24,2,3978.65,Auto
V0737,Argentina,47,F,Huacachina,Arequipa,2024-12-21,5,1699.53,Auto
V0738,Perú,35,M,Chan Chan,Puno,2025-06-29,4,2636.65,Auto
V0739,Brasil,62,M,Huacachina,Arequipa,2024-10-31,10,3658.02,Auto
V0740,Argentina,57,M,Líneas de Nazca,Cusco,2024-11-23,4,4116.42,Tren
V0741,EE.UU.,36,F,Lago Titicaca,Ica,2024-12-20,2,1899.47,Desconocido
V0742,México,65,M,Cañón del Colca,Ica,2025-05-17,8,2480.03,Bus
V0743,EE.UU.,63,M,Lago Titicaca,Ica,2025-01-31,2,3326.08,Desconocido
V0744,Colombia,47,F,Cañón del Colca,Ica,2025-07-25,4,1922.64,Desconocido
V0745,Argentina,54,M,Líneas de Nazca,Puno,2025-06-27,8,2363.62,Auto
V0746,Brasil,50,F,Cañón del Colca,Cusco,2024-11-12,3,1642.95,Desconocido
V0747,EE.UU.,22,F,Cañón del Colca,Ica,2025-06-01,7,1524.94,Desconocido
V0748,Ecuador,44,M,Chan Chan,Ica,2025-03-24,10,2679.96,Avión
V0749,Perú,22,M,Lago Titicaca,La Libertad,2025-06-21,7,2170.41,Auto
V0750,Colombia,68,F,Machu Picchu,Puno,2025-03-21,8,847.47,Tren
V0751,Perú,59,M,Lago Titicaca,Ica,2025-08-06,7,3182.36,Auto
V0752,México,41,F,Huacachina,Cusco,2024-12-29,1,3085.02,Auto
V0753,Ecuador,53,M,Cañón del Colca,Puno,2025-08-19,4,3554.04,Tren
V0754,Argentina,69,M,Machu Picchu,Cusco,2025-09-19,9,3183.37,Desconocido
V0755,Chile,51,M,Cañón del Colca,Ica,2025-07-31,1,2756.53,Auto
V0756,Colombia,34,F,Machu Picchu,Puno,2024-10-23,9,4283.34,Desconocido
V0757,México,20,M,Líneas de Nazca,Puno,2025-03-02,8,3000.61,Tren
V0758,EE.UU.,50,M,Cañón del Colca,Arequipa,2025-06-29,2,1217.61,Avión
V0759,Chile,44,M,Chan Chan,Puno,2025-10-14,10,4678.82,Auto
V0760,Colombia,24,M,Machu Picchu,Cusco,2024-12-05,9,1344.82,Desconocido
V0761,Perú,23,M,Machu Picchu,Ica,2024-10-17,5,2601.74,Auto
V0762,Perú,45,M,Chan Chan,Puno,2025-01-18,10,518.83,Avión
V0763,México,63,M,Huacachina,Puno,2025-05-08,1,1829.42,Desconocido
V0764,Colombia,70,M,Chan Chan,Arequipa,2024-11-13,7,765.83,Auto
V0765,Colombia,55,F,Lago Titicaca,La Libertad,2024-12-23,7,2460.68,Avión
V0766,EE.UU.,57,M,Huacachina,La Libertad,2025-06-10,2,964.83,Bus
V0767,Colombia,42,F,Cañón del Colca,Arequipa,2024-10-27,3,1573.01,Avión
V0768,Ecuador,27,M,Líneas de Nazca,La Libertad,2025-07-30,7,606.73,Tren
V0769,México,34,F,Chan Chan,La Libertad,2025-02-10,2,3061.6,Desconocido
V0770,EE.UU.,45,M,Machu Picchu,Cusco,2025-07-18,4,4796.11,Bus
V0771,EE.UU.,52,F,Huacachina,Cusco,2024-12-11,8,2535.29,Desconocido
V0772,México,30,M,Machu Picchu,Cusco,2025-04-16,1,3025.82,Bus
V0773,México,55,M,Líneas de Nazca,Ica,2025-03-28,2,827.13,Auto
V0774,Brasil,40,M,Huacachina,Cusco,2025-06-25,4,2922.99,Desconocido
V0775,Perú,31,M,Huacachina,Ica,2025-06-18,5,4344.14,Desconocido
V0776,Argentina,63,F,Chan Chan,Arequipa,2025-07-23,7,3425.18,Auto
V0777,México,65,F,Chan Chan,Cusco,2024-12-17,2,2818.88,Tren
V0778,Perú,59,M,Líneas de Nazca,Puno,2025-01-17,1,4187.54,Desconocido
V0779,Colombia,37,M,Líneas de Nazca,Puno,2025-01-11,7,1498.38,Bus
V0780,Colombia,21,M,Chan Chan,Ica,2025-08-26,9,951.45,Avión
V0781,EE.UU.,62,M,Machu Picchu,Puno,2025-04-14,3,1481.07,Tren
V0782,Chile,22,M,Líneas de Nazca,Ica,2024-11-19,1,4439.56,Tren
V0783,EE.UU.,35,M,Líneas de Nazca,La Libertad,2024-12-12,9,2620.61,Desconocido
V0784,Chile,60,F,Chan Chan,Cusco,2025-04-09,1,2461.25,Avión
V0785,EE.UU.,44,M,Machu Picchu,Ica,2024-11-29,2,3072.58,Desconocido
V0786,Brasil,20,F,Chan Chan,La Libertad,2025-05-28,1,3556.24,Tren
V0787,México,19,M,Lago Titicaca,Puno,2024-12-03,9,1612.55,Bus
V0788,EE.UU.,21,M,Huacachina,Arequipa,2025-07-28,5,3379.72,Desconocido
V0789,Chile,24,F,Cañón del Colca,Arequipa,2024-11-02,10,3263.89,Auto
V0790,Argentina,37,M,Huacachina,La Libertad,2025-08-20,3,2909.75,Desconocido
V0791,EE.UU.,37,M,Cañón del Colca,Cusco,2025-01-20,3,3279.15,Auto
V0792,Colombia,59,M,Huacachina,Ica,2025-05-02,10,2605.17,Avión
V0793,Ecuador,43,F,Lago Titicaca,Puno,2025-03-14,6,3438.24,Avión
V0794,Colombia,22,F,Líneas de Nazca,Ica,2024-12-27,7,4195.97,Desconocido
V0795,Ecuador,31,F,Huacachina,Ica,2025-06-13,2,355.46,Desconocido
V0796,Ecuador,25,M,Chan Chan,Ica,2025-03-17,9,1525.43,Avión
V0797,Brasil,20,M,Lago Titicaca,Cusco,2025-02-15,8,2297.33,Desconocido
V0798,Perú,60,M,Machu Picchu,La Libertad,2024-12-03,1,4549.22,Tren
V0799,Perú,38,F,Huacachina,Puno,2024-10-25,1,1311.38,Tren
V0800,EE.UU.,33,M,Líneas de Nazca,Arequipa,2025-08-23,2,2478.88,Desconocido
V0801,Brasil,31,M,Líneas de Nazca,Ica,2024-11-08,7,2890.78,Avión
V0802,Ecuador,18,F,Chan Chan,Arequipa,2025-04-25,10,2708.31,Bus
V0803,EE.UU.,64,M,Cañón del Colca,Arequipa,2024-10-16,10,3136.24,Desconocido
V0804,Colombia,32,M,Huacachina,Puno,2024-12-20,4,4774.13,Desconocido
V0805,México,39,F,Chan Chan,Cusco,2025-01-22,2,3682.82,Auto
V0806,Chile,34,F,Huacachina,Ica,2025-09-14,9,3855.8,Bus
V0807,EE.UU.,56,F,Líneas de Nazca,Puno,2025-06-21,2,1562.91,Desconocido
V0808,Argentina,25,F,Cañón del Colca,La Libertad,2025-03-01,4,4688.74,Bus
V0809,Ecuador,32,M,Líneas de Nazca,Arequipa,2025-10-09,6,1662.83,Desconocido
V0810,Perú,55,M,Huacachina,Cusco,2025-05-11,8,1921.91,Desconocido
V0811,México,53,F,Machu Picchu,Puno,2025-07-14,3,2469.55,Auto
V0812,Colombia,49,F,Machu Picchu,Puno,2025-10-14,5,736.06,Avión
V0813,Brasil,41,F,Líneas de Nazca,La Libertad,2025-04-07,1,3683.89,Bus
V0814,Perú,42,M,Lago Titicaca,Arequipa,2024-12-25,7,3351.66,Auto
V0815,Ecuador,62,F,Cañón del Colca,Puno,2024-11-23,4,4613.66,Desconocido
V0816,Argentina,48,M,Chan Chan,La Libertad,2025-01-28,9,1619.68,Desconocido
V0817,Ecuador,58,F,Machu Picchu,La Libertad,2025-09-03,7,3096.44,Bus
V0818,Brasil,33,F,Huacachina,Arequipa,2025-07-26,8,4531.8,Desconocido
V0819,México,58,F,Cañón del Colca,Cusco,2025-02-21,8,4196.25,Auto
V0820,Chile,57,F,Chan Chan,La Libertad,2025-01-28,10,892.51,Desconocido
V0821,Chile,47,F,Lago Titicaca,Ica,2025-07-01,8,4689.29,Tren
V0822,Brasil,27,M,Machu Picchu,Cusco,2025-01-12,3,1364.44,Desconocido
V0823,EE.UU.,44,M,Líneas de Nazca,Ica,2025-09-10,7,4854.57,Bus
V0824,EE.UU.,29,M,Cañón del Colca,La Libertad,2025-01-25,4,512.46,Tren
V0825,Ecuador,32,M,Huacachina,Puno,2025-09-27,1,1414.58,Bus
V0826,EE.UU.,67,M,Chan Chan,Arequipa,2025-01-05,8,3008.8,Desconocido
V0827,Ecuador,18,M,Cañón del Colca,La Libertad,2025-03-05,9,2323.93,Bus
V0828,EE.UU.,41,M,Chan Chan,Arequipa,2025-03-15,2,2643.76,Tren
V0829,EE.UU.,54,M,Lago Titicaca,Puno,2025-05-01,8,394.18,Desconocido
V0830,Perú,38,F,Huacachina,La Libertad,2025-06-13,3,1922.89,Tren
V0831,México,45,F,Chan Chan,Arequipa,2025-07-04,3,1979.31,Desconocido
V0832,Chile,28,M,Cañón del Colca,Cusco,2025-04-22,4,775.56,Tren
V0833,Chile,18,M,Machu Picchu,Arequipa,2025-04-08,1,4030.29,Desconocido
V0834,Chile,58,F,Huacachina,Arequipa,2025-03-30,2,3255.82,Desconocido
V0835,EE.UU.,42,M,Cañón del Colca,Ica,2025-06-05,1,3704.47,Bus
V0836,México,33,M,Líneas de Nazca,Cusco,2025-04-09,8,2557.24,Bus
V0837,Ecuador,67,M,Lago Titicaca,Ica,2025-03-18,5,2655.16,Auto
V0838,EE.UU.,65,M,Líneas de Nazca,Arequipa,2025-09-18,3,617.19,Bus
V0839,Argentina,54,M,Cañón del Colca,Cusco,2024-10-30,10,3516.46,Avión
V0840,Ecuador,54,M,Huacachina,Arequipa,2024-12-22,4,1238.97,Avión
V0841,EE.UU.,60,M,Líneas de Nazca,Cusco,2025-07-07,1,666.84,Desconocido
V0842,EE.UU.,63,F,Lago Titicaca,La Libertad,2025-09-08,9,4207.99,Desconocido
V0843,Brasil,46,M,Lago Titicaca,La Libertad,2025-09-13,10,4650.05,Auto
V0844,EE.UU.,51,M,Lago Titicaca,Cusco,2025-03-05,6,4957.97,Desconocido
V0845,Colombia,35,F,Lago Titicaca,La Libertad,2025-03-09,7,3312.89,Avión
V0846,EE.UU.,31,F,Huacachina,La Libertad,2025-02-22,5,4202.86,Tren
V0847,Colombia,30,F,Chan Chan,Puno,2024-10-28,5,4607.52,Bus
V0848,Ecuador,46,F,Lago Titicaca,Arequipa,2025-08-27,2,2748.32,Desconocido
V0849,Chile,59,M,Cañón del Colca,Cusco,2025-06-25,3,1621.11,Desconocido
V0850,Brasil,44,M,Machu Picchu,La Libertad,2025-08-16,6,2160.67,Desconocido
V0851,Ecuador,50,F,Lago Titicaca,Puno,2024-10-18,2,2524.09,Desconocido
V0852,EE.UU.,27,M,Chan Chan,Puno,2024-11-03,4,2401.85,Tren
V0853,México,30,M,Lago Titicaca,La Libertad,2025-01-16,7,2910.78,Auto
V0854,Brasil,31,M,Machu Picchu,Ica,2025-05-22,3,2768.89,Bus
V0855,México,60,M,Chan Chan,Cusco,2025-05-21,7,2988.39,Bus
V0856,Argentina,58,F,Líneas de Nazca,Ica,2025-03-23,3,1433.72,Tren
V0857,Argentina,37,M,Machu Picchu,Cusco,2025-10-16,1,4493.08,Desconocido
V0858,Chile,19,M,Chan Chan,Ica,2025-08-11,6,593.86,Avión
V0859,EE.UU.,45,M,Machu Picchu,Puno,2025-08-05,8,2992.43,Auto
V0860,México,40,M,Lago Titicaca,La Libertad,2025-03-01,3,1264.79,Avión
V0861,Chile,28,M,Cañón del Colca,La Libertad,2025-08-21,7,3194.51,Desconocido
V0862,Argentina,37,F,Líneas de Nazca,Puno,2024-12-05,5,3982.41,Desconocido
V0863,Colombia,57,F,Líneas de Nazca,Ica,2025-07-28,3,3619.1,Avión
V0864,Ecuador,50,M,Líneas de Nazca,Ica,2025-04-20,2,4936.86,Avión
V0865,México,41,M,Lago Titicaca,La Libertad,2024-11-26,9,3443.83,Desconocido
V0866,Argentina,29,F,Chan Chan,Ica,2025-07-19,2,485.47,Auto
V0867,Argentina,61,F,Líneas de Nazca,La Libertad,2024-12-10,7,2648.48,Desconocido
V0868,Argentina,66,F,Cañón del Colca,Cusco,2025-09-18,7,2480.95,Auto
V0869,Perú,22,F,Chan Chan,Arequipa,2025-06-30,5,2403.43,Auto
V0870,Argentina,65,M,Machu Picchu,La Libertad,2025-01-20,8,1930.94,Desconocido
V0871,EE.UU.,59,M,Cañón del Colca,Arequipa,2025-01-06,6,2077.94,Desconocido
V0872,Argentina,35,F,Huacachina,Puno,2024-11-24,8,729.34,Auto
V0873,Ecuador,22,M,Huacachina,Arequipa,2025-03-24,9,3908.42,Auto
V0874,Brasil,22,M,Huacachina,Puno,2025-02-15,7,3426.77,Tren
V0875,México,36,F,Machu Picchu,La Libertad,2025-08-09,3,941.39,Desconocido
V0876,Ecuador,30,M,Machu Picchu,Puno,2025-06-19,4,1248.22,Avión
V0877,Argentina,29,F,Huacachina,Cusco,2025-01-27,7,3246.94,Avión
V0878,EE.UU.,52,F,Huacachina,Cusco,2025-03-15,3,1680.75,Avión
V0879,Ecuador,59,M,Chan Chan,Puno,2024-12-18,10,1990.79,Desconocido
V0880,Ecuador,52,F,Cañón del Colca,Puno,2025-03-02,7,3280.45,Tren
V0881,Perú,50,M,Huacachina,Cusco,2025-09-07,3,569.58,Avión
V0882,Brasil,49,M,Líneas de Nazca,Cusco,2025-03-26,2,2656.87,Tren
V0883,Argentina,56,F,Líneas de Nazca,Cusco,2024-11-07,8,2871.69,Avión
V0884,Perú,68,F,Machu Picchu,Arequipa,2025-03-08,5,3640.61,Tren
V0885,Chile,25,F,Machu Picchu,Ica,2025-04-11,10,1526.07,Desconocido
V0886,Perú,20,M,Machu Picchu,La Libertad,2025-04-29,8,1124.41,Desconocido
V0887,Perú,60,F,Cañón del Colca,Puno,2025-07-15,4,2952.92,Bus
V0888,Brasil,47,M,Lago Titicaca,Puno,2025-08-18,1,2812.19,Bus
V0889,Chile,42,F,Chan Chan,Arequipa,2025-02-13,8,842.76,Auto
V0890,Chile,57,M,Chan Chan,Arequipa,2025-02-17,3,3018.23,Bus
V0891,Ecuador,60,F,Huacachina,Puno,2025-09-27,7,3580.92,Avión
V0892,Argentina,65,F,Chan Chan,Puno,2025-08-13,4,1630.15,Desconocido
V0893,Ecuador,51,M,Líneas de Nazca,Ica,2025-07-12,10,4863.9,Bus
V0894,Colombia,58,F,Chan Chan,Puno,2025-07-12,2,1267.5,Auto
V0895,México,70,M,Huacachina,Arequipa,2024-11-16,1,2965.0,Avión
V0896,Brasil,44,M,Huacachina,Arequipa,2025-04-28,2,4783.85,Desconocido
V0897,Brasil,30,M,Huacachina,Arequipa,2025-01-15,3,2715.14,Desconocido
V0898,EE.UU.,27,M,Lago Titicaca,Puno,2025-07-06,10,1843.48,Auto
V0899,Brasil,35,M,Líneas de Nazca,La Libertad,2024-11-10,2,2245.73,Desconocido
V0900,EE.UU.,70,F,Chan Chan,La Libertad,2025-03-15,3,2216.76,Bus
V0901,Colombia,50,M,Huacachina,Puno,2025-08-08,7,3241.87,Tren
V0902,Brasil,48,F,Huacachina,Arequipa,2025-01-28,3,627.07,Desconocido
V0903,Argentina,44,M,Huacachina,Puno,2025-01-30,1,4141.55,Avión
V0904,Colombia,69,F,Lago Titicaca,Cusco,2024-11-05,7,1223.35,Bus
V0905,Brasil,42,F,Huacachina,Cusco,2025-09-22,9,2821.95,Desconocido
V0906,Perú,27,F,Líneas de Nazca,Cusco,2025-03-22,3,3903.77,Tren
V0907,Ecuador,21,F,Líneas de Nazca,Arequipa,2025-08-10,9,577.39,Desconocido
V0908,Chile,46,M,Lago Titicaca,Puno,2025-09-11,9,3845.32,Bus
V0909,Chile,28,M,Lago Titicaca,La Libertad,2025-07-18,1,3374.44,Auto
V0910,Perú,26,M,Huacachina,Cusco,2025-05-10,8,421.24,Desconocido
V0911,Colombia,53,F,Líneas de Nazca,Puno,2024-11-19,2,4278.38,Desconocido
V0912,Colombia,49,F,Lago Titicaca,Arequipa,2024-12-25,2,2389.04,Bus
V0913,Perú,26,M,Huacachina,Arequipa,2025-05-04,4,2528.61,Tren
V0914,Brasil,55,F,Líneas de Nazca,Cusco,2025-01-28,9,1651.97,Desconocido
V0915,Colombia,31,M,Chan Chan,Cusco,2025-07-28,7,1653.88,Bus
V0916,EE.UU.,21,F,Lago Titicaca,Ica,2025-02-14,9,2375.55,Avión
V0917,Colombia,39,F,Cañón del Colca,Puno,2025-08-22,10,3600.54,Avión
V0918,México,63,F,Líneas de Nazca,Arequipa,2025-09-07,4,3836.68,Avión
V0919,Perú,24,F,Chan Chan,Arequipa,2025-05-02,9,4573.75,Bus
V0920,Brasil,20,F,Huacachina,Ica,2025-04-07,5,720.44,Avión
V0921,Brasil,28,M,Cañón del Colca,Cusco,2024-11-16,6,1129.63,Bus
V0922,Chile,55,M,Líneas de Nazca,La Libertad,2025-01-04,4,2105.27,Desconocido
V0923,Perú,36,M,Cañón del Colca,Cusco,2024-11-30,2,2248.43,Tren
V0924,México,31,F,Machu Picchu,Arequipa,2025-09-22,2,4968.33,Tren
V0925,Colombia,65,M,Machu Picchu,Cusco,2025-04-11,3,1586.21,Avión
V0926,Perú,34,M,Lago Titicaca,Puno,2025-02-16,1,3711.31,Bus
V0927,EE.UU.,46,F,Cañón del Colca,La Libertad,2025-05-11,10,1929.36,Tren
V0928,México,27,F,Lago Titicaca,Arequipa,2024-12-20,10,942.34,Bus
V0929,EE.UU.,58,F,Lago Titicaca,Arequipa,2025-02-20,9,3434.45,Desconocido
V0930,Chile,28,F,Huacachina,Cusco,2025-08-23,6,1271.28,Bus
V0931,EE.UU.,36,M,Huacachina,Puno,2024-12-03,2,1877.7,Auto
V0932,Perú,20,F,Huacachina,Arequipa,2025-09-14,7,3224.95,Bus
V0933,Argentina,49,F,Huacachina,Arequipa,2025-08-19,10,4469.87,Bus
V0934,EE.UU.,69,M,Líneas de Nazca,La Libertad,2025-04-10,7,3982.11,Bus
V0935,EE.UU.,53,M,Chan Chan,La Libertad,2025-06-11,7,1031.04,Desconocido
V0936,Chile,66,M,Cañón del Colca,Arequipa,2025-07-12,9,469.25,Bus
V0937,Chile,57,M,Lago Titicaca,La Libertad,2024-12-23,6,1420.88,Tren
V0938,Ecuador,28,M,Lago Titicaca,Arequipa,2025-03-14,2,2056.99,Bus
V0939,Argentina,50,F,Líneas de Nazca,Ica,2024-12-18,8,3174.84,Desconocido
V0940,Chile,53,M,Huacachina,Arequipa,2024-10-24,9,1230.25,Avión
V0941,Colombia,57,M,Machu Picchu,Puno,2025-02-02,3,723.0,Avión
V0942,Brasil,47,M,Líneas de Nazca,Puno,2025-05-11,8,3350.25,Auto
V0943,Ecuador,45,M,Lago Titicaca,Puno,2025-04-12,10,3037.24,Tren
V0944,Colombia,59,F,Huacachina,Ica,2025-02-21,4,1438.21,Desconocido
V0945,Argentina,26,F,Huacachina,Cusco,2025-09-20,7,4668.19,Desconocido
V0946,México,65,F,Cañón del Colca,Ica,2024-10-25,10,3688.72,Avión
V0947,Colombia,19,M,Chan Chan,Ica,2025-05-11,8,1481.52,Desconocido
V0948,México,67,F,Líneas de Nazca,Puno,2025-03-19,9,2211.0,Avión
V0949,México,50,M,Cañón del Colca,Puno,2025-06-20,5,2479.48,Desconocido
V0950,Argentina,48,F,Cañón del Colca,Cusco,2025-08-04,10,1186.58,Desconocido
V0951,Perú,56,F,Huacachina,Arequipa,2024-11-30,10,792.01,Desconocido
V0952,Colombia,42,F,Líneas de Nazca,Cusco,2024-12-01,4,4489.53,Avión
V0953,Brasil,36,M,Huacachina,Cusco,2025-06-01,1,370.92,Desconocido
V0954,Argentina,54,M,Cañón del Colca,Cusco,2025-06-03,1,564.34,Auto
V0955,Perú,32,F,Machu Picchu,Puno,2025-01-13,1,3458.13,Bus
V0956,Brasil,66,M,Huacachina,Arequipa,2025-06-11,10,3307.15,Desconocido
V0957,Ecuador,54,F,Huacachina,Ica,2025-02-01,6,1858.07,Desconocido
V0958,Chile,55,M,Machu Picchu,Cusco,2025-01-17,7,1263.7,Desconocido
V0959,Perú,64,F,Chan Chan,Puno,2025-08-20,1,1590.67,Bus
V0960,Perú,54,F,Chan Chan,Ica,2025-08-12,8,4198.95,Tren
V0961,Argentina,52,M,Cañón del Colca,Arequipa,2024-11-30,3,2283.69,Avión
V0962,EE.UU.,29,M,Chan Chan,Puno,2024-12-14,1,4299.34,Desconocido
V0963,Ecuador,47,F,Chan Chan,Arequipa,2025-01-25,7,2747.34,Avión
V0964,Chile,38,M,Chan Chan,Cusco,2025-10-08,5,1320.81,Tren
V0965,México,44,M,Lago Titicaca,Ica,2025-05-09,5,315.08,Desconocido
V0966,Perú,36,F,Chan Chan,Ica,2025-04-09,3,1244.5,Tren
V0967,Chile,64,F,Cañón del Colca,Cusco,2025-03-21,7,1896.39,Bus
V0968,México,22,M,Lago Titicaca,Cusco,2025-02-24,9,4830.52,Avión
V0969,EE.UU.,33,M,Chan Chan,La Libertad,2024-12-23,5,2476.42,Bus
V0970,Perú,47,F,Cañón del Colca,Arequipa,2025-09-27,3,3299.9,Auto
V0971,México,43,M,Lago Titicaca,Puno,2025-07-26,6,1007.84,Bus
V0972,Brasil,34,F,Líneas de Nazca,Puno,2024-12-11,8,3909.81,Avión
V0973,Ecuador,62,M,Líneas de Nazca,Cusco,2025-02-10,8,3793.37,Desconocido
V0974,Chile,68,M,Chan Chan,La Libertad,2025-10-09,2,2745.12,Desconocido
V0975,Argentina,48,M,Cañón del Colca,Ica,2024-10-18,9,2024.95,Avión
V0976,Perú,66,M,Huacachina,Cusco,2025-09-09,4,1736.1,Desconocido
V0977,Argentina,38,M,Huacachina,Puno,2025-01-20,5,3270.61,Auto
V0978,Colombia,40,F,Huacachina,Cusco,2025-07-01,9,1077.3,Bus
V0979,México,52,M,Cañón del Colca,Arequipa,2025-08-27,6,3195.75,Bus
V0980,Perú,28,M,Lago Titicaca,Puno,2024-11-03,9,887.02,Bus
V0981,México,22,M,Líneas de Nazca,Arequipa,2024-11-04,3,4566.29,Tren
V0982,Chile,51,F,Machu Picchu,La Libertad,2024-11-19,2,4086.21,Auto
V0983,Ecuador,39,F,Machu Picchu,Arequipa,2025-09-05,9,3030.48,Avión
V0984,Perú,67,M,Lago Titicaca,Arequipa,2025-09-02,9,1017.43,Auto
V0985,Ecuador,67,F,Chan Chan,Cusco,2025-02-21,3,4719.58,Auto
V0986,Brasil,36,M,Machu Picchu,Arequipa,2025-01-29,3,2838.16,Avión
V0987,EE.UU.,26,F,Huacachina,Cusco,2024-11-19,9,1168.39,Bus
V0988,Ecuador,28,M,Chan Chan,Ica,2025-09-06,9,4433.18,Bus
V0989,EE.UU.,39,F,Cañón del Colca,Puno,2024-10-24,4,4515.02,Desconocido
V0990,Brasil,69,M,Huacachina,Ica,2025-04-11,4,4356.06,Bus
V0991,Brasil,29,M,Machu Picchu,Arequipa,2025-02-23,7,2959.52,Tren
V0992,Colombia,56,F,Cañón del Colca,Cusco,2025-01-27,6,2900.81,Desconocido
V0993,México,63,M,Líneas de Nazca,Cusco,2025-10-05,10,4343.4,Avión
V0994,Argentina,32,M,Lago Titicaca,Arequipa,2025-02-08,6,3739.85,Bus
V0995,Chile,60,F,Líneas de Nazca,Puno,2025-07-13,8,718.08,Auto
V0996,Perú,19,F,Lago Titicaca,La Libertad,2024-12-30,9,3903.6,Auto
V0997,EE.UU.,31,M,Líneas de Nazca,Arequipa,2025-05-09,1,1135.58,Desconocido
V0998,Colombia,31,F,Líneas de Nazca,Puno,2025-05-19,7,728.38,Tren
V0999,Brasil,47,F,Cañón del Colca,La Libertad,2025-02-27,10,3463.51,Auto
V1000,EE.UU.,41,M,Huacachina,Cusco,2025-05-10,1,4884.56,Bus
V1001,EE.UU.,39,M,Huacachina,Arequipa,2025-01-27,7,2338.89,Bus
V1002,Ecuador,69,M,Cañón del Colca,Cusco,2025-06-30,6,3426.53,Tren
V1003,Argentina,61,M,Chan Chan,Ica,2025-07-09,8,2175.74,Auto
V1004,EE.UU.,21,F,Cañón del Colca,Puno,2025-04-21,7,390.43,Desconocido
V1005,Perú,22,M,Líneas de Nazca,Puno,2025-06-13,6,2952.47,Tren
V1006,Chile,28,M,Líneas de Nazca,Ica,2025-07-30,4,3451.46,Tren
V1007,Colombia,57,F,Líneas de Nazca,Puno,2025-09-25,3,1940.52,Auto
V1008,Ecuador,69,F,Machu Picchu,Puno,2025-09-01,5,525.36,Desconocido
V1009,EE.UU.,22,M,Machu Picchu,La Libertad,2025-09-19,10,3489.84,Bus
V1010,México,44,M,Huacachina,Cusco,2025-05-02,4,4634.58,Desconocido
V1011,Perú,64,M,Chan Chan,Puno,2025-02-23,9,1360.35,Tren
V1012,Chile,49,M,Líneas de Nazca,La Libertad,2024-12-03,1,2182.66,Desconocido
V1013,Perú,36,M,Cañón del Colca,Arequipa,2024-11-22,8,1037.43,Bus
V1014,México,39,F,Machu Picchu,La Libertad,2025-01-16,7,3279.07,Bus
V1015,Argentina,44,M,Cañón del Colca,Puno,2025-05-07,8,4535.78,Desconocido
V1016,Perú,68,F,Machu Picchu,Ica,2025-02-03,7,2275.68,Desconocido
